State,Location,Address,City,Facility,Hours,Phone Number,Eligibility,Link
Georgia,North Atlanta Primary Care,141 Lacy Street,Marietta,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,CVS Health COVID-19 Testing Site,3930 Shallowford Road,Marietta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1172 Milford Church Road SW,Marietta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,100 East Piedmont Road,Marietta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,3527 Old Petersburg Road,Martinez,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,2098 Highway 20 West,McDonough,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,2720 Highway 42 North,McDonough,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,423 South Wayne Street,Milledgeville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,960 N. Columbus Street,Milledgeville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Walmart,240 Lawrence Road,Milledgeville,Drive-thru,"Wed, Sat 10 a.m. - 3 p.m.",,,https://corporate.walmart.com/covid19testing
Georgia,Peachtree Immediate Care,2005 Mt Zion Rd,Morrow,Drive-thru,M-F 9-6; SaSu 9-5,770-919-5250,pre register on site,https://www.peachtreemed.com/reg2/
Georgia,CVS Health COVID-19 Testing Site,6716 Mt. Zion Boulevard,Morrow,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1027 South Main Street,Moultrie,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Peachtree Immediate Care,371 Newnan Crossing Bypass,Newnan,Drive-thru,M-F 9-6; SaSu 9-5,770-400-8410,pre register on site,https://www.peachtreemed.com/reg2/
Georgia,CVS Health COVID-19 Testing Site,5304 North Buford Highway,Norcross,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,5095 Peachtree Parkway,Norcross,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Walmart,3875 Mundy Mill Rd,Oakwood,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing
Georgia,Urgent Care 24/7,9 Mill Creek Cir,Pooler,Clinic,Mon—Fri 7AM—midnight; Sat—Sun 8AM—midnight,912-748-9992,,https://www.urgentcare247atlanta.com/
Georgia,CVS Health COVID-19 Testing Site,2324 US Highway 17,Richmond Hill,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,7055 Old National Highway,Riverdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1201 Turner McCall Boulevard,Rome,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,"1915 Maple Avenue, SE",Rome,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1380 Woodstock Road,Roswell,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,11710 Alpharetta Highway,Roswell,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,206 South Harris Street,Sandersville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Urgent Care 24/7,1202 E Derenne Ave,Savannah,Clinic,Mon—Fri 7AM—midnight; Sat—Sun 8AM—midnight,912-349-0342,,https://www.urgentcare247atlanta.com/
Georgia,Urgent Care 24/7,4753 US-80,Savannah,Clinic,Daily 8AM—8PM,912-662-8630,,https://www.urgentcare247atlanta.com/
Georgia,Urgent Care 24/7,210 Fahm St,Savannah,Clinic,Daily 8AM—8PM,912-662-8645,,https://www.urgentcare247atlanta.com/
Georgia,CVS Health COVID-19 Testing Site,12012 Abercorn Street,Savannah,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,2055 East Victory Drive,Savannah,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,5401 Abercorn Street,Savannah,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,5690 Ogeechee Road,Savannah,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,712 Stephenson Avenue,Savannah,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Dr. Rose Briglevich,"3969 South Cobb Drive, Suite 107",Smyrna,Clinic,Mon—Thu 9AM—4PM; Fri 9AM—2PM,770-433-0434,Call for appointment,https://www.rosebriglevichmd.com/
Georgia,CVS Health COVID-19 Testing Site,2994 Atlanta Road,Smyrna,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,"4345 South Cobb Drive, SE",Smyrna,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Eastside Urgent Care,"3641 Centerville Hwy, Suite A",Snellville,Clinic,Daily 9am-6pm,770-752-4141,,https://eastsideuc.com/
Georgia,CVS Health COVID-19 Testing Site,3010 Centerville Highway 124,Snellville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1938 Scenic Highway,Snellville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Peachtree Immediate Care,3991 Highway 78,Snelville,Drive-thru,M-F 9-6; SaSu 9-5,678-786-8677,pre register on site,https://www.peachtreemed.com/reg2/
Georgia,CVS Health COVID-19 Testing Site,441 Fair Road,Statesboro,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1144 South Indian Creek Road,Stone Mountain,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Life Hope,5091 Nelson Brogdon Blvd,Sugar Hill,Drive-thru,M-F 9-5,877-262-1003,,https://www.lifehope.com/
Georgia,CVS Health COVID-19 Testing Site,9849 Rome Boulevard,Summerville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,North Atlanta Primary Care,4235 Johns Creek Pkwy,Suwanee,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,CVS Health COVID-19 Testing Site,5370 Laurel Springs Parkway,Suwanee,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,104 West Franklin Street,Sylvester,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,14857 US Highway 19 South,Thomasville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,MedNow Urgent Care,1113 Washington Road,Thomson,Clinic,M-F 8:30am - 6pm,706-595-7825,,https://www.mednowurgentcare.net/
Georgia,CVS Health COVID-19 Testing Site,109 W Hill Street,Thomson,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,320 E 20th Street,Tifton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Walmart,3111 U.S. 41 S,Tifton,Drive-thru,"Thurs, Fri 10 a.m. - 3 p.m.",,,https://corporate.walmart.com/covid19testing
Georgia,CVS Health COVID-19 Testing Site,959 Big A Road,Toccoa,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,VA Outpatient Clinic,2841 North Patterson Street,Valdosta,Clinic,M-F 8am - 4:30pm,229-293-0132,veterans,https://www.publichealth.va.gov/n-coronavirus/?utm_source=Homepage&utm_campaign=Coronavirus
Georgia,CVS Health COVID-19 Testing Site,2205 North Ashley Street,Valdosta,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,1201 First Street East,Vidalia,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Tanner Medical Center,601 Dallas Highway,Villa Rica,Hospital,,770-812-3000,Must have symptoms and either be admitted or part of a high-risk population,https://www.tanner.org/patients-and-visitors/patient-services/covid-19-testing
Georgia,CVS Health COVID-19 Testing Site,3001 Richard B. Russell Parkway,Warner Robins,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,MedNow Urgent Care,123 Gordon Street,Washington,Clinic,M-F 8:30am - 6pm,706-678-1633,,https://www.mednowurgentcare.net/
Georgia,CVS Health COVID-19 Testing Site,920 East Robert Toombs Avenue,Washington,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,Oconee Health Campus,1305 Jennings Mill Rd.,Watkinsville,Drive-thru,9 a.m. to 3 p.m.,866-460-1119,Appt only,
Georgia,Waycross VA Clinic,515B City Blvd,Waycross,Clinic,M-Th 7am - 5:30pm,877-843-6570 Ext.724400,veterans,https://www.publichealth.va.gov/n-coronavirus/?utm_source=Homepage&utm_campaign=Coronavirus
Georgia,CVS Health COVID-19 Testing Site,1800 Brunswick Hwy,Waycross,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,CVS Health COVID-19 Testing Site,317 South Liberty Street (NEC),Waynesboro,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Georgia,MedNow Urgent Care,3686 Wheeler Road,West Augusta,Clinic,M-F 8am - 8pm; S/S 9am - 5pm,706-922-6300,,https://www.mednowurgentcare.net/
Georgia,North Atlanta Primary Care,250 Parkbrooke Place,Woodstock,Clinic,Mon—Fri 7:30AM—5PM; Sat 8AM-noon,770-442-1911,,http://www.napc.md/coronavirus-update.php
Georgia,Northeast Georgia Health System,Can coordinate testing at some locations,,Hospital,,770-219-9000,,https://www.nghs.com/covid-19/
Hawaii,Bay Clinic,450 Kilauea Ave,Hilo,Drive-thru,weekdays 7:30 am - noon,808-333-3600,existing patients,https://www.bayclinic.org/
Hawaii,Ala Moana Center,1450 Ala Moana Blvd,Honolulu,Drive-thru,May 2 8-2,(808) 841-2273,,https://www.khon2.com/coronavirus/additional-drive-thru-covid-19-testing-to-be-made-available-on-oahu/
Hawaii,Kaka'ako Waterfront Park,102 Ohe St.,Honolulu,Drive-thru,8 a.m. to 2 p.m.,,,
Hawaii,Old Kona Airport Park,75-5560 Kuakini Hwy,Kailua-Kona,Drive-thru,8 a.m. to 3 p.m.,,"Symptomatic, recent travel abroad",
Hawaii,CVS Health COVID-19 Testing Site,95 - 1077 Ainamakua Dr,Mililani,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Hawaii,CVS Health COVID-19 Testing Site,1130 Kuala Street,Pearl City,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Hawaii,Leilehua High School parking lot,1515 California Ave,Wahiawa,Drive-thru,May 2 9-1,(808) 304-8816; (808) 367-6020,,https://www.khon2.com/coronavirus/additional-drive-thru-covid-19-testing-to-be-made-available-on-oahu/
Hawaii,Waipio Peninsula Soccer Complex,93-061 Waipio Point Access Rd,Waipahu,Drive-thru,8 a.m. to noon,,,
Idaho,Saltzer Health,215 E. Hawaii Ave.,Nampa,Drive-thru,8 a.m. to 8 p.m.,,,
Indiana,Physicians Immediate Care,505 West Cleveland Road,Mishawaka,Clinic,,(574) 235-3135,,https://physiciansimmediatecare.com/covid-19-molecular-testing-2/
Indiana,Saint Joseph Health System - Mishawaka Medical Center,5215 Holy Cross Pkwy,Mishawaka,Drive-thru,,574 335 8560,,https://www.sjmed.com/covid19
Indiana,South Bend Clinic- Day Rd.,301 E. Day Rd.,Mishawaka,Drive-thru,,574-307-6870,,https://www.southbendclinic.com/covid-19-hotline/
Idaho,St. Luke's Clinic,701 E. Parkcenter Blvd,Boise,Drive-thru,Daily 8-8,208-381-6500,Must have symptoms and appt,https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/st-lukes-covid-19-resuming-services-resources-for-patients
Idaho,Primary Health Medical Group,1475 N. Cole Road,Boise,Drive-thru,M-F 8-8,208-809-2880,Must call for appt,https://www.primaryhealth.com/our-clinics
Idaho,St. Luke's Boise,190 E Bannock St,Boise,Drive-thru,10 a.m. to 6 p.m.,,,https://www.stlukesonline.org/blogs/st-lukes/news-and-community/2020/apr/laboratories-begin-covid-19-testing-in-house
Idaho,Sterling Urgent Care,1404 Pomerelle Avenue,Burley,Clinic,M-Sat 9-9,(208) 878-8783,Appt only,https://www.sterlingurgentcare.com/idaho-coronavirus-information/
Idaho,Walmart,5108 Cleveland Blvd,Caldwell,Drive-thru,"Mon, Wed, Fri 7 a.m. to 9 a.m.",,,https://corporate.walmart.com/covid19testing
Idaho,Kootenai Health,2003 Kootenai Health Way,Coeur d’Alene,Drive-thru,,(208) 625-4000,,https://www.kh.org/coronavirus/
Idaho,Syringa Hospital,131 Main St,Elk City,Clinic,,(208) 983-8590,,http://www.syringahospital.org/
Idaho,Valley Family Health Care,300 N. Plymouth,Emmett,Clinic,,(208) 278-3335,,https://www.vfhc.org/en/
Idaho,Valor Health Urgent Care/Emmett Medical Center,1102 E Locust Street,Emmett,Walk-in (tent),"M-F 8-7, Sat 8-5",208-365-3561,CDC guidelines,https://www.valorhealth.org/covid-19-testing-guidelines/
Idaho,Primary Health Medical Group,5601 W. Chinden Blvd,Garden City,Drive-thru,M-F 8-8,208-809-2865,Must call for appt,https://www.primaryhealth.com/our-clinics
Idaho,Syringa Hospital,722 West North Street,Grangeville,Clinic,,(208) 983-8590,,http://www.syringahospital.org/
Idaho,Syringa Hospital,722 West North Street,Grangeville,Clinic,,(208) 983-8590,,http://www.syringahospital.org/
Idaho,Sterling Urgent Care,507 S Main Street,Hailey,Clinic,M-Sat 8-8,(208) 788-4122,Appt only,https://www.sterlingurgentcare.com/idaho-coronavirus-information/
Idaho,Sterling Urgent Care,740 S Woodruff Ave,Idaho Falls,Clinic,M-Sun 8-8,(208) 542-9111,Appt only,https://www.sterlingurgentcare.com/idaho-coronavirus-information/
Idaho,Just 4 Kids Urgent Care,3320 So. 25th East,Idaho Falls,Clinic,,(208) 656-1500,,https://www.just4kidsurgentcare.com/covid-19-testing/
Idaho,Express Lab,2060 S Woodruff Ave,Idaho Falls,Drive-thru,,208-529-8330,,https://www.expresslabidaho.com/covid-19-pcr-testing-idaho-falls-pocatello/
Idaho,Idaho Falls Community Hospital,2327 Coronado St,Idaho Falls,Hospital,,208.528.1132,,https://www.idahofallscommunityhospital.com/covid-19/
Idaho,St. Luke's Clinic,132 5th Ave. West,Jerome,Drive-thru,M-F 8-5:30,208-814-9800,Must have symptoms and appt,https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/st-lukes-covid-19-resuming-services-resources-for-patients
Idaho,St. Luke’s Wood River Hospital,100 Hospital Dr.,Ketchum,Drive-thru,10 a.m. to 6 p.m.,,,https://www.stlukesonline.org/communities-and-locations/facilities/hospitals-and-medical-centers/st-lukes-wood-river-medical-center
Idaho,Syringa Hospital,022 North Main Street,Kooskia,Clinic,,(208) 926-4776,,http://www.syringahospital.org/
Idaho,St. Luke's Clinic,775 Pole Line Road West,Magic Valley,Drive-thru,"M-F 8-8, Sat 9-4",208-814-8000,Must have symptoms and appt,https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/st-lukes-covid-19-resuming-services-resources-for-patients
Idaho,St. Luke's Clinic,3399 E. Louise Drive,Meridian,Drive-thru,"M-Th 8-5, F 8-4",208-288-2255,Must have symptoms and appt,https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/st-lukes-covid-19-resuming-services-resources-for-patients
Idaho,Meridian Health Plaza,3025 W. Cherry Ln.,Meridian,Drive-thru,8 a.m. to 8 p.m.,208-302-2683,,
Idaho,St. Luke’s Meridian Hospital,520 S. Eagle Rd.,Meridian,Drive-thru,10 a.m. to 6 p.m.,208-381-9500,,https://covid-19-apis.postman.com/covid-19-testing-locations/idaho/
Idaho,Unity Health Center,1130 East Fairview Ave,Meridian,Clinic,,208-895-6729,,https://uhcidaho.com/
Idaho,Project Baseline,,Meridian,Drive-thru,,,visit link for prescreen,https://www.projectbaseline.com/study/covid-19/#study-locations
Idaho,Walgreens,1570 E. Fairview Ave.,Meridian,Drive-thru,9am-5pm,,No appointment needed. A valid ID is required. Bring insurance card if you have one.,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
Idaho,Walmart,2745 American Legion Blvd,Mountain Home,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing
Idaho,Primary Health Medical Group,700 Caldwell Blvd,Nampa,Drive-thru,M-F 8-8,208-466-6567,Must call for appt,https://www.primaryhealth.com/our-clinics
Idaho,Garrity Campus Clinic,1150 North Sister Catherine Way,Nampa,Drive-thru,8am to 8pm,,,https://www.saintalphonsus.org/news/saint-alphonsus-opens-second-covid-19-assessment-site-in-nampa
Idaho,Saltzer Health,215 E. Hawaii Ave.,Nampa,Drive-thru,8 a.m. to 8 p.m.,,,
Idaho,Saltzer Health,9850 W. St. Luke’s Drive,Nampa,Drive-thru,8 a.m. to 8 p.m.,,,https://covid-19-apis.postman.com/covid-19-testing-locations/idaho/
Idaho,Valley Family Health Care,2327 S.W. 4th Ave.,New Plymouth,Clinic,,(541) 889-2340,,https://www.vfhc.org/en/
Idaho,Valley Family Health Care,207 E. 12th Street,Payette,Clinic,,(208) 365-1065,,https://www.vfhc.org/en/
Idaho,Valley Family Health Care,1441 N.E. 10th Ave.,Payette,Clinic,,(208) 642-9376,,https://www.vfhc.org/en/
Idaho,Express Lab,1245 Red Hill Rd,Pocatello,Drive-thru,,208.529.8330 ext. 346,,https://www.expresslabidaho.com/covid-19-pcr-testing-idaho-falls-pocatello/
Idaho,St. Luke's Clinic,1450 Aviation Drive,Wood River,Drive-thru,M-F 8-5,208) 788-3434,Must have symptoms and appt,https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/st-lukes-covid-19-resuming-services-resources-for-patients
Illinois,Physicians Immediate Care,3475 S. Alpine,Alpine,Clinic,Mon—Fri 8AM—6PM; Sat—Sun 8AM—2PM,(815) 874-8000,,https://physiciansimmediatecare.com/covid-19-testing-locations/
Illinois,Physicians Immediate Care,4800 W 129th St.,Alsip,Clinic,Mon—Fri 8AM—4:30PM,(708) 377-2169,,https://physiciansimmediatecare.com/covid-19-testing-locations/
Illinois,CVS Health COVID-19 Testing Site,2422 College Avenue,Alton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Illinois,Physicians Immediate Care,2858 Kirk Rd,Aurora,Clinic,Mon—Fri 8AM—6PM; Sat—Sun 8AM—2PM,(630) 423-3030,,https://physiciansimmediatecare.com/covid-19-testing-locations/
