State;Location;Address;City;Facility;Phone Number"
"Florida;CVS Health COVID-19 Testing Site;1141 SR 20;Interlachen;Drive-thru;"
"Florida;Crucial Care;11048 Baymeadows Rd;Jacksonville;Clinic;(904) 729-4220"
"Florida;CareNow Urgent Care;4888 Town Center Pkwy;Jacksonville;Clinic;(904) 800-1735"
"Florida;CareSpot;13460 Beach Boulevard, Unit 1;Jacksonville;Clinic;904-900-2336"
"Florida;CareSpot;1021 Cesery Blvd;Jacksonville;Clinic;904-900-2340"
"Florida;CareSpot;2401 Monument Road;Jacksonville;Clinic;904-900-2510"
"Florida;CVS Health COVID-19 Testing Site;11900 McCormick Road;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;11060 Old St. Augustine Rd.;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;120 S. Johns Commons Road;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3634 Rogero Road;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4280 Southside Boulevard;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;430 State Highway 13;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4475 San Juan Ave;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;50 Duval Station Road;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5407 Blanding Boulevard;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;6005 Saint Augustine Road;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;9100 Atlantic Boulevard;Jacksonville;Drive-thru;"
"Florida;Walmart;12100 Lem Turner Rd;Jacksonville;Drive-thru;"
"Florida;Walmart;13490 Beach Blvd;Jacksonville;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5972 University Boulevard West;Jacksonville;Drive-thru;"
"Florida;CareNow Urgent Care;1801 NE Jensen Beach Blvd;Jensen Beach;Clinic;(772) 334-1700"
"Florida;CVS Health COVID-19 Testing Site;1255 NE Jensen Beach Boulevard;Jensen Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;575 West Indiantown Road;Jupiter;Drive-thru;"
"Florida;Village of Key Biscayne;100 Harbor Drive;Key Biscayne;Walk-thru;305-365-8910"
"Florida;CVS Health COVID-19 Testing Site;99434 Overseas Highway;Key Largo;Drive-thru;"
"Florida;Marathon Community Park;200 City Marina;Key West;Drive-thru;305-252-4820"
"Florida;Osceola Heritage Park;1875 Silver Spur Ln;Kissimee;Drive-thru;"
"Florida;CareSpot;1414 E Osceola Parkway;Kissimmee;Clinic;407-961-7483"
"Florida;CVS Health COVID-19 Testing Site;1300 East Vine Street;Kissimmee;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2454 E. Irlo Bronson Memorial Hwy;Kissimmee;Drive-thru;"
"Florida;Walmart;3250 Vineland Rd;Kissimmee;Drive-thru;"
"Florida;Walgreens;2235 Parr Dr;Lady Lake;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2233 US Highway 90 West;Lake City;Drive-thru;"
"Florida;CareNow Urgent Care;901 Currency Cir;Lake Mary;Clinic;(407) 410-8951"
"Florida;CareSpot;136 Parliament Loop, Suite 1020;Lake Mary;Clinic;407-792-5270"
"Florida;CVS Health COVID-19 Testing Site;5 U.S. 27 South;Lake Placid;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;101 North Dixie Highway;Lake Worth;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;7030 Jog Road;Lake Worth;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;7534 Lake Worth Road;Lake Worth;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;8954 Lantana Road;Lake Worth;Drive-thru;"
"Florida;Lakeland Regional Health Respiratory Care Center;130 Pablo St;Lakeland;Hospital;863-687-1100"
"Florida;CVS Health COVID-19 Testing Site;5010 South Florida Avenue;Lakeland;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1635 South Highway 98;Lakeland;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;6105 U.S. Highway 98 North;Lakeland;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;101 North Wabash Avenue;Lakeland;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4511 Lantana Road;Lantana;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2390 East Bay Drive;Largo;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;51 North Missouri Avenue;Largo;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;8905 Bryan Dairy Road;Largo;Drive-thru;"
"Florida;Central Broward Park & Broward County Stadium;3700 N.W. 11th Place;Lauderhill;Drive-thru;954.320.5730"
"Florida;CVS Health COVID-19 Testing Site;5555 North University Drive;Lauderhill;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1235 North 14th Street;Leesburg;Drive-thru;"
"Florida;Lake Sumter College;9501 US-441;Leesburg;Drive-thru;"
"Florida;Walmart;2523 Lee Blvd;Lehigh Acres;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3580 North Federal Highway;Lighthouse Point;Drive-thru;"
"Florida;Cleveland Clinic;10000 SW Innovation Way, Port St.;Lucie;Drive-thru;772-226-4846"
"Florida;CVS Health COVID-19 Testing Site;2322 Land O Lakes Boulevard;Lutz;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;121 West MacClenney Avenue;MacClenny;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;15129 Madeira Way;Madeira Beach;Drive-thru;"
"Florida;CHI Marathon Health Center;2805 Overseas Highway;Marathon;Drive-thru;305-252-4820"
"Florida;MD Now Urgent Care;980 US 441;Margate;Clinic;954-737-5796"
"Florida;CVS Health COVID-19 Testing Site;1200 North State Road 7;Margate;Drive-thru;"
"Florida;Melbourne Clinic;601 E. University Blvd;Melbourne;Drive-thru;321-454-7141"
"Florida;OMNI Healthcare;1344 S. Apollo Blvd;Melbourne;Drive-thru;321-802-551"
"Florida;CVS Health COVID-19 Testing Site;1800 North Wickham Road;Melbourne;Drive-thru;"
"Florida;Omni Healthcare;255 North Sykes Creek Parkway;Merritt Island;Drive-thru;321-802-5515"
"Florida;CVS Health COVID-19 Testing Site;11 East Merritt Island Causeway;Merritt Island;Drive-thru;"
"Florida;Marlins Park;501 Marlins Way;Miami;Drive-thru;305-499-8767"
"Florida;Charles Hadley Park;1350 NW 50th St.;Miami;Drive-thru;305-960-5050"
"Florida;MD Now Urgent Care;150 NW 42nd Ave;Miami;Clinic;306-363-6044"
"Florida;CVS Health COVID-19 Testing Site;11398 Quail Roost Drive;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;14705 SW 42nd Street;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;15700 S.W. 88th Street;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;19800 NW 2nd Avenue;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2599 SW 147th Avenue;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;690 N. W. 57th Avenue;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;7199 SW 117th Avenue;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1177 SW 8th Street;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;10660 SW 40th Street;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;8701 SW 137th Ave;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;9720 Southwest 8th Street;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3695 Flagler Street;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;20345 Old Cutler Road;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;12701 SW 42nd Street;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;591 NE 79th Street;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;8740 Bird Road;MIAMI;Drive-thru;"
"Florida;Walmart;3200 NW 79th St;Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;14705 SW 42nd Street;Miami;Drive-thru;"
"Florida;MedRite;542 West 41st Street;Miami Beach;Clinic;305-397-8417"
"Florida;Miami Beach Community Health Center;11645 Biscayne Boulevard;Miami Beach;Clinic;305-538-8835"
"Florida;Miami Beach Community Health Center;1221 – 71st Street;Miami Beach;Clinic;305-538-8835"
"Florida;City of Miami Beach - MedRite Urgent Care;4621 Collins Avenue;Miami Beach;Clinic;305-735-3909"
"Florida;Hard Rock Stadium;347 Don Shula Dr.;Miami Gardens;Drive-thru;305-499-8767"
"Texas;Midland Community Healthcare Services;801 East Florida Avenue;Midland;Clinic;(432)685-0450"
"Florida;CVS Health COVID-19 Testing Site;814 North Highway 27;Minneola;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;12401 Miramar Parkway;Miramar;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;17021 U.S. Highway 441;Mount Dora;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;13400 Immokalee Road;Naples;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5296 Tamiami Trail;Naples;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;8831 Immokalee Road;Naples;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4890 Tamiami Trail East;Naples;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2375 Vanderbilt Beach Road;Naples;Drive-thru;"
"Florida;CareSpot;410 Atlantic Boulevard;Neptune Beach;Clinic;904-574-4116"
"Florida;CVS Health COVID-19 Testing Site;7325 SR 54;New Port Richey;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;615 East 3rd Avenue;New Smyrna Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1111 North Tamiami Trail;Nokomis;Drive-thru;"
"Florida;Walmart;545 Pine Island Rd;North Fort Myers;Drive-thru;"
"Florida;North Miami Walk Up Site;14500 NE 11th Ave;North Miami;Walk-thru;305-499-8767"
"Florida;CVS Health COVID-19 Testing Site;600 N.E. 128th Street;North Miami;Drive-thru;"
"Florida;Walgreens;14901 Ne 6Th Ave;North Miami;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1825 N.E. 185th Street;North Miami Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;14998 South Tamiami Trail;North Port;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2449 East Silver Springs Boulevard;Ocala;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3501 North Pine Avenue;Ocala;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2401 SW 27th Avenue;Ocala;Drive-thru;"
"Florida;CareSpot;10959 W Colonial Dr, Units 6 & 8;Ocoee;Clinic;407-208-2614"
"Florida;Florida Community Health Centers;1100 N. Parrott Avenue;Okeechobee;Drive-thru;(863) 763-1951"
"Florida;CVS Health COVID-19 Testing Site;106 North Parrot Avenue;Okeechobee;Drive-thru;"
"Florida;Walmart;2101 S Parrott Ave;Okeechobee;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3771 Tampa Road;Oldsmar;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2400 Enterprise Road;Orange City;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;906 Blanding Boulevard;Orange Park;Drive-thru;"
"Florida;CareSpot;8132 Lee Vista Blvd, Unit B;Orlando;Clinic;407-204-1787"
"Florida;CareSpot;2555 S Kirkman Road;Orlando;Clinic;407-624-5876"
"Florida;Camping World Stadium;1 Citrus Bowl Place;Orlando;Drive-thru;407-723-5004"
"Florida;Jay Blanchard Park;2451 N. Dean Road;Orlando;Drive-thru;407-723-5004"
"Florida;South Econ Community Park;3800 S. Econlockhatchee Trail;Orlando;Drive-thru;407-723-5004"
"Florida;CareSpot;7751 Kingspointe Parkway, Suite 114;Orlando;Clinic;407-871-3065"
"Florida;CareSpot;2323 S Orange Ave;Orlando;Clinic;407-871-3324"
"Florida;University of Central Florida;4000 Central Florida Blvd;Orlando;Drive-thru;855-282-4860"
"Florida;CVS Health COVID-19 Testing Site;3212 Curry Ford Road;Orlando;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;10952 East Colonial Drive;Orlando;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5190 South Conway Road;Orlando;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5886 Conroy Road;Orlando;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4315 Curry Ford Road;Orlando;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;12077 South Orange Blossom Trail;Orlando;Drive-thru;"
"Florida;Barnett Park;4801 W. Colonial Drive;Orlando;Drive-thru;"
"Florida;Convention Center;9400 Universal Blvd.;Orlando;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;13454 South Orange Blossom Trail;Orlando;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5899 South Orange Blossom Trail;Orlando;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;8025 Lee Vista Boulevard;Orlando;Drive-thru;"
"Florida;Walmart;11250 E Colonial Dr;Orlando;Drive-thru;"
"Florida;Walmart;5991 Goldenrod Rd;Orlando;Drive-thru;"
"Florida;Walmart;8101 S John Young Pkwy;Orlando;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;250 East Granada Boulevard;Ormond Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1220 South Tamiami Trail;Osprey;Drive-thru;"
"Florida;CareSpot;968 W Mitchell Hammock Rd, Suite 1050;Oviedo;Clinic;407-871-6639"
"Florida;CVS Health COVID-19 Testing Site;11000 North Military Trail;Palm Beach;Drive-thru;"
"Florida;MD Now Urgent Care;2534 PGA Blvd;Palm Beach Gardens;Clinic;561-899-5978"
"Florida;Daytona State University;1200 W International Speedway Blvd;Palm Coast;Drive-thru;386-313-4200"
"Florida;CVS Health COVID-19 Testing Site;3187 South Congress Avenue;Palm Springs;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;955 West 23rd Street;Panama City;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;11801 Panama City Beach Parkway (US 98);Panama City Beach;Drive-thru;"
"Florida;Jessie Trice Community Health Center;18203 Pines Blvd.;Pembroke Pines;Clinic;305-694-6268"
"Florida;CareSpot;9035 Pines Blvd.;Pembroke Pines;Clinic;954-793-4011"
"Florida;CVS Health COVID-19 Testing Site;70 North University Drive;Pembroke Pines;Drive-thru;"
"Florida;C.B. Smith Park;900 N. Flamingo Rd.;Pembroke Pines;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;11100 Pines Boulevard;Pembroke Pines;Drive-thru;"
"Florida;Brownsville Community Center;3200 W. De Soto Street;Pensacola;Drive-thru;904-819-5155"
"Florida;CVS Health COVID-19 Testing Site;1 East Nine Mile Road;Pensacola;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1101 Scenic Highway;Pensacola;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;44 Gulf Beach Highway;Pensacola;Drive-thru;"
"Florida;University of West Florida;11000 University Pkwy;Pensacola;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;19198 South Dixie Highway;Perrine;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;105 West Hampton Springs Avenue;Perry;Drive-thru;"
"Florida;MD Now Urgent Care;12301 S Dixie Hwy;Pinecrest;Clinic;305-676-9957"
"Florida;Community Health Centers of Pinellas;7550 43rd Street North;Pinellas Park;Drive-thru;727-824-8181"
"Florida;CVS Health COVID-19 Testing Site;7400 49th Street;Pinellas Park;Drive-thru;"
"Florida;Plant City Community Resource Center;307 N Michigan Ave;Plant City;Drive-thru;813-272-5900"
"Florida;CVS Health COVID-19 Testing Site;1802 North University Drive;Plantation;Drive-thru;"
"Florida;Walgreens;6105 W Sunrise Blvd;Plantation;Drive-thru;"
"Florida;Festival Flea Market;2900 W. Sample Rd.;Pompano Beach;Drive-thru;954-320-5730"
"Florida;Mitchell Moore Park;901 NW 10th St.;Pompano Beach;Walk-thru;954-412-7300"
"Florida;CareSpot;1611 S. Federal Hwy.;Pompano Beach;Clinic;954-703-6636"
"Florida;CVS Health COVID-19 Testing Site;1501 South Federal Highway;Pompano Beach;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2480 Tamiami Trail;Port Charlotte;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1001 Dunlawton Avenue;Port Orange;Drive-thru;"
"Florida;BayCare Health System;5355 School Rd.;Port Richey;Drive-thru;"
"Florida;CareNow Urgent Care;1900 SE Port St. Lucie Blvd;Port St. Lucie;Clinic;(772) 398-1588"
"Florida;CareNow Urgent Care;1730 SW St. Lucie West Blvd;Port St. Lucie;Clinic;(772) 873-8155"
"Florida;Florida Community Health Centers;1871 S.E. Tiffany Ave, Suite 200;Port St. Lucie;Drive-thru;772-335-8455"
"Florida;CareNow Urgent Care;4007 SW Port St. Lucie Blvd;Port St. Lucie;Clinic;772) 398-1588"
"Florida;CVS Health COVID-19 Testing Site;9801 South Federal Highway (US 1);Port St. Lucie;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1300 S.W. St. Lucie W. Boulevard;Port St. Lucie;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2400 Tamiami Trail;Punta Gorda;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1208 West Jefferson;Quincy;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5905 US Highway 301 S;Riverview;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1101 Royal Palm Beach Boulevard;Royal Palm;Drive-thru;"
"Florida;SouthShore Community Resource Center,;201 14th Ave.;Ruskin;Drive-thru;813-272-5900"
"Florida;CareNow Urgent Care;5102 State Highway 46;Sanford;Clinic;(407) 410-8670"
"Florida;CVS Health COVID-19 Testing Site;3798 Orlando Drive;Sanford;Drive-thru;"
"Florida;Seminole Towne Center;200 Towne Center Cir;Sanford;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2811 Clark Road;Sarasota;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;3709 North Tamiami Trail;Sarasota;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4301 Bee Ridge Road;Sarasota;Drive-thru;"
"Florida;Twin Lakes Park;6700 Clark Road;Sarasota;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2728 US 27 South;Sebring;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;10200 Seminole Boulevard;Seminole;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;15843 East Highway 40;Silver Springs;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;57 Tuscan Way;St. Augustine;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;175 SR 312;St. Augustine;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2703 North Ponce de Leon Boulevard;St. Augustine;Drive-thru;"
"Florida;Community Health Centers of Pinellas;1344 22nd Street South;St. Petersburg;Drive-thru;727-824-8181"
"Florida;BayCare Health System;900 Carillon Parkway;St. Petersburg;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;8001 9th Street North;St. Petersburg;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;209 South Temple Avenue;Starke;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2284 S.E. Federal Highway;Stuart;Drive-thru;"
"Florida;Langley Health Services;1425 South US 301;Sumterville;Drive-thru;""1-888-298-5510; (352) 793-5900"""
"Florida;Walmart;3306 N University Dr;Sunrise;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1300 Apalachee Parkway;Tallahassee;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1708 North Monroe Street;Tallahassee;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5466 Thomasville Road North;Tallahassee;Drive-thru;"
"Florida;Northwood Centre parking lot;1940 N Monroe St;Tallahassee;Drive-thru;"
"Florida;CareSpot;10251 W. Commercial Blvd.;Tamarac;Clinic;954-800-4451"
"Florida;CVS Health COVID-19 Testing Site;3915 West Commercial Boulevard;Tamarac;Drive-thru;"
"Florida;Lee Davis Community Resource Center;3402 N 22nd St;Tampa;Drive-thru;813-272-5900"
"Florida;CVS Health COVID-19 Testing Site;7351 West Hillsborough Avenue;Tampa;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;8809 New Tampa Boulevard;Tampa;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;11212 Dale Mabry Highway;Tampa;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;625 West Martin Luther King Jr Boulevard;Tampa;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;2911 East Fowler Avenue;Tampa;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4120 #2 Henderson Boulevard;Tampa;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;4401 West Gandy Boulevard;Tampa;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;5357 Ehrlich Road;Tampa;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;611 South Howard Avenue;Tampa;Drive-thru;"
"Florida;Walgreens;3917 N Nebraska Ave;Tampa;Drive-thru;"
"Florida;CVS Health COVID-19 Testing Site;1000 East Tarpon Ave;Tarpon Springs;Drive-thru;"
"Florida;Premiere Medical Associates;1580 Santa Barbara Blvd;The Villages;Drive-thru;352-259-2159"
